stationid,date,year,month,day,variable,value,station_name,latitude
USH00294426,1897-03-31,1897,mar,31,tavg,8.33,JORNADA EXP RANGE,32.6169
USH00294426,1897-04-30,1897,apr,30,tavg,13.26,JORNADA EXP RANGE,32.6169
USH00294426,1897-05-31,1897,may,31,tavg,19.65,JORNADA EXP RANGE,32.6169
USH00294426,1897-06-30,1897,jun,30,tavg,23.16,JORNADA EXP RANGE,32.6169
USH00294426,1897-07-31,1897,jul,31,tavg,24.37,JORNADA EXP RANGE,32.6169
USH00294426,1897-08-31,1897,aug,31,tavg,23.35,JORNADA EXP RANGE,32.6169
USH00294426,1897-09-30,1897,sep,30,tavg,20.35,JORNADA EXP RANGE,32.6169
USH00294426,1897-10-31,1897,oct,31,tavg,13.77,JORNADA EXP RANGE,32.6169
USH00294426,1897-11-30,1897,nov,30,tavg,8.43,JORNADA EXP RANGE,32.6169
USH00294426,1897-12-31,1897,dec,31,tavg,2.3,JORNADA EXP RANGE,32.6169
USH00294426,1898-01-31,1898,jan,31,tavg,1.48,JORNADA EXP RANGE,32.6169
USH00294426,1898-02-28,1898,feb,28,tavg,7.05,JORNADA EXP RANGE,32.6169
USH00294426,1898-03-31,1898,mar,31,tavg,8.46,JORNADA EXP RANGE,32.6169
USH00294426,1898-04-30,1898,apr,30,tavg,14.14,JORNADA EXP RANGE,32.6169
USH00294426,1898-05-31,1898,may,31,tavg,17.0,JORNADA EXP RANGE,32.6169
USH00294426,1898-06-30,1898,jun,30,tavg,22.47,JORNADA EXP RANGE,32.6169
USH00294426,1898-07-31,1898,jul,31,tavg,23.97,JORNADA EXP RANGE,32.6169
USH00294426,1898-08-31,1898,aug,31,tavg,23.69,JORNADA EXP RANGE,32.6169
USH00294426,1898-09-30,1898,sep,30,tavg,19.62,JORNADA EXP RANGE,32.6169
USH00294426,1898-10-31,1898,oct,31,tavg,13.31,JORNADA EXP RANGE,32.6169
USH00294426,1898-11-30,1898,nov,30,tavg,6.12,JORNADA EXP RANGE,32.6169
USH00294426,1898-12-31,1898,dec,31,tavg,-0.81,JORNADA EXP RANGE,32.6169
USH00294426,1899-01-31,1899,jan,31,tavg,2.29,JORNADA EXP RANGE,32.6169
USH00294426,1899-02-28,1899,feb,28,tavg,3.54,JORNADA EXP RANGE,32.6169
USH00294426,1899-03-31,1899,mar,31,tavg,9.06,JORNADA EXP RANGE,32.6169
USH00294426,1899-04-30,1899,apr,30,tavg,12.48,JORNADA EXP RANGE,32.6169
USH00294426,1899-05-31,1899,may,31,tavg,16.45,JORNADA EXP RANGE,32.6169
USH00294426,1899-06-30,1899,jun,30,tavg,22.37,JORNADA EXP RANGE,32.6169
USH00294426,1899-07-31,1899,jul,31,tavg,24.77,JORNADA EXP RANGE,32.6169
USH00294426,1899-08-31,1899,aug,31,tavg,24.68,JORNADA EXP RANGE,32.6169
USH00294426,1899-09-30,1899,sep,30,tavg,20.71,JORNADA EXP RANGE,32.6169
USH00294426,1899-10-31,1899,oct,31,tavg,14.05,JORNADA EXP RANGE,32.6169
USH00294426,1899-11-30,1899,nov,30,tavg,8.07,JORNADA EXP RANGE,32.6169
USH00294426,1899-12-31,1899,dec,31,tavg,2.95,JORNADA EXP RANGE,32.6169
USH00294426,1900-01-31,1900,jan,31,tavg,5.18,JORNADA EXP RANGE,32.6169
USH00294426,1900-02-28,1900,feb,28,tavg,5.57,JORNADA EXP RANGE,32.6169
USH00294426,1900-03-31,1900,mar,31,tavg,10.46,JORNADA EXP RANGE,32.6169
USH00294426,1900-04-30,1900,apr,30,tavg,10.5,JORNADA EXP RANGE,32.6169
USH00294426,1900-05-31,1900,may,31,tavg,18.45,JORNADA EXP RANGE,32.6169
USH00294426,1900-06-30,1900,jun,30,tavg,24.24,JORNADA EXP RANGE,32.6169
USH00294426,1900-07-31,1900,jul,31,tavg,25.24,JORNADA EXP RANGE,32.6169
USH00294426,1900-08-31,1900,aug,31,tavg,24.99,JORNADA EXP RANGE,32.6169
USH00294426,1900-09-30,1900,sep,30,tavg,21.46,JORNADA EXP RANGE,32.6169
USH00294426,1900-10-31,1900,oct,31,tavg,14.74,JORNADA EXP RANGE,32.6169
USH00294426,1900-11-30,1900,nov,30,tavg,8.29,JORNADA EXP RANGE,32.6169
USH00294426,1900-12-31,1900,dec,31,tavg,3.28,JORNADA EXP RANGE,32.6169
USH00294426,1901-01-31,1901,jan,31,tavg,4.66,JORNADA EXP RANGE,32.6169
USH00294426,1901-02-28,1901,feb,28,tavg,6.28,JORNADA EXP RANGE,32.6169
USH00294426,1901-03-31,1901,mar,31,tavg,8.46,JORNADA EXP RANGE,32.6169
USH00294426,1901-04-30,1901,apr,30,tavg,12.01,JORNADA EXP RANGE,32.6169
USH00294426,1901-05-31,1901,may,31,tavg,18.99,JORNADA EXP RANGE,32.6169
USH00294426,1901-06-30,1901,jun,30,tavg,22.94,JORNADA EXP RANGE,32.6169
USH00294426,1901-07-31,1901,jul,31,tavg,25.77,JORNADA EXP RANGE,32.6169
USH00294426,1901-08-31,1901,aug,31,tavg,26.47,JORNADA EXP RANGE,32.6169
USH00294426,1901-09-30,1901,sep,30,tavg,22.19,JORNADA EXP RANGE,32.6169
USH00294426,1901-10-31,1901,oct,31,tavg,14.71,JORNADA EXP RANGE,32.6169
USH00294426,1901-11-30,1901,nov,30,tavg,9.11,JORNADA EXP RANGE,32.6169
USH00294426,1901-12-31,1901,dec,31,tavg,3.91,JORNADA EXP RANGE,32.6169
USH00294426,1902-01-31,1902,jan,31,tavg,4.23,JORNADA EXP RANGE,32.6169
USH00294426,1902-02-28,1902,feb,28,tavg,6.0,JORNADA EXP RANGE,32.6169
USH00294426,1902-03-31,1902,mar,31,tavg,7.52,JORNADA EXP RANGE,32.6169
USH00294426,1902-04-30,1902,apr,30,tavg,15.31,JORNADA EXP RANGE,32.6169
USH00294426,1902-05-31,1902,may,31,tavg,19.35,JORNADA EXP RANGE,32.6169
USH00294426,1902-06-30,1902,jun,30,tavg,25.52,JORNADA EXP RANGE,32.6169
USH00294426,1902-07-31,1902,jul,31,tavg,23.78,JORNADA EXP RANGE,32.6169
USH00294426,1902-08-31,1902,aug,31,tavg,24.47,JORNADA EXP RANGE,32.6169
USH00294426,1902-09-30,1902,sep,30,tavg,19.99,JORNADA EXP RANGE,32.6169
USH00294426,1902-10-31,1902,oct,31,tavg,14.45,JORNADA EXP RANGE,32.6169
USH00294426,1902-11-30,1902,nov,30,tavg,7.04,JORNADA EXP RANGE,32.6169
USH00294426,1902-12-31,1902,dec,31,tavg,3.23,JORNADA EXP RANGE,32.6169
USH00294426,1903-01-31,1903,jan,31,tavg,3.64,JORNADA EXP RANGE,32.6169
USH00294426,1903-02-28,1903,feb,28,tavg,2.37,JORNADA EXP RANGE,32.6169
USH00294426,1903-03-31,1903,mar,31,tavg,8.2,JORNADA EXP RANGE,32.6169
USH00294426,1903-04-30,1903,apr,30,tavg,14.06,JORNADA EXP RANGE,32.6169
USH00294426,1903-05-31,1903,may,31,tavg,17.59,JORNADA EXP RANGE,32.6169
USH00294426,1903-06-30,1903,jun,30,tavg,21.82,JORNADA EXP RANGE,32.6169
USH00294426,1903-07-31,1903,jul,31,tavg,26.04,JORNADA EXP RANGE,32.6169
USH00294426,1903-08-31,1903,aug,31,tavg,25.06,JORNADA EXP RANGE,32.6169
USH00294426,1903-09-30,1903,sep,30,tavg,20.74,JORNADA EXP RANGE,32.6169
USH00294426,1903-10-31,1903,oct,31,tavg,12.85,JORNADA EXP RANGE,32.6169
USH00294426,1903-11-30,1903,nov,30,tavg,8.61,JORNADA EXP RANGE,32.6169
USH00294426,1903-12-31,1903,dec,31,tavg,1.93,JORNADA EXP RANGE,32.6169
USH00294426,1904-01-31,1904,jan,31,tavg,1.52,JORNADA EXP RANGE,32.6169
USH00294426,1904-02-29,1904,feb,29,tavg,7.49,JORNADA EXP RANGE,32.6169
USH00294426,1904-03-31,1904,mar,31,tavg,10.92,JORNADA EXP RANGE,32.6169
USH00294426,1904-04-30,1904,apr,30,tavg,14.41,JORNADA EXP RANGE,32.6169
USH00294426,1904-05-31,1904,may,31,tavg,18.23,JORNADA EXP RANGE,32.6169
USH00294426,1904-06-30,1904,jun,30,tavg,22.87,JORNADA EXP RANGE,32.6169
USH00294426,1904-07-31,1904,jul,31,tavg,25.38,JORNADA EXP RANGE,32.6169
USH00294426,1904-08-31,1904,aug,31,tavg,24.31,JORNADA EXP RANGE,32.6169
USH00294426,1904-09-30,1904,sep,30,tavg,20.48,JORNADA EXP RANGE,32.6169
USH00294426,1904-10-31,1904,oct,31,tavg,13.7,JORNADA EXP RANGE,32.6169
USH00294426,1904-11-30,1904,nov,30,tavg,6.73,JORNADA EXP RANGE,32.6169
USH00294426,1904-12-31,1904,dec,31,tavg,2.72,JORNADA EXP RANGE,32.6169
USH00294426,1905-01-31,1905,jan,31,tavg,3.99,JORNADA EXP RANGE,32.6169
USH00294426,1905-02-28,1905,feb,28,tavg,4.83,JORNADA EXP RANGE,32.6169
USH00294426,1905-03-31,1905,mar,31,tavg,9.02,JORNADA EXP RANGE,32.6169
USH00294426,1905-04-30,1905,apr,30,tavg,11.2,JORNADA EXP RANGE,32.6169
USH00294426,1905-05-31,1905,may,31,tavg,17.32,JORNADA EXP RANGE,32.6169
USH00294426,1905-06-30,1905,jun,30,tavg,23.45,JORNADA EXP RANGE,32.6169
USH00294426,1905-07-31,1905,jul,31,tavg,23.63,JORNADA EXP RANGE,32.6169
USH00294426,1905-08-31,1905,aug,31,tavg,24.63,JORNADA EXP RANGE,32.6169
USH00294426,1905-09-30,1905,sep,30,tavg,21.18,JORNADA EXP RANGE,32.6169
USH00294426,1905-10-31,1905,oct,31,tavg,14.27,JORNADA EXP RANGE,32.6169
USH00294426,1905-11-30,1905,nov,30,tavg,7.96,JORNADA EXP RANGE,32.6169
USH00294426,1905-12-31,1905,dec,31,tavg,0.12,JORNADA EXP RANGE,32.6169
USH00294426,1906-01-31,1906,jan,31,tavg,2.19,JORNADA EXP RANGE,32.6169
USH00294426,1906-02-28,1906,feb,28,tavg,5.82,JORNADA EXP RANGE,32.6169
USH00294426,1906-03-31,1906,mar,31,tavg,9.47,JORNADA EXP RANGE,32.6169
USH00294426,1906-04-30,1906,apr,30,tavg,13.01,JORNADA EXP RANGE,32.6169
USH00294426,1906-05-31,1906,may,31,tavg,17.96,JORNADA EXP RANGE,32.6169
USH00294426,1906-06-30,1906,jun,30,tavg,24.06,JORNADA EXP RANGE,32.6169
USH00294426,1906-07-31,1906,jul,31,tavg,24.27,JORNADA EXP RANGE,32.6169
USH00294426,1906-08-31,1906,aug,31,tavg,22.94,JORNADA EXP RANGE,32.6169
USH00294426,1906-09-30,1906,sep,30,tavg,20.98,JORNADA EXP RANGE,32.6169
USH00294426,1906-10-31,1906,oct,31,tavg,13.78,JORNADA EXP RANGE,32.6169
USH00294426,1906-11-30,1906,nov,30,tavg,6.75,JORNADA EXP RANGE,32.6169
USH00294426,1906-12-31,1906,dec,31,tavg,5.18,JORNADA EXP RANGE,32.6169
USH00294426,1907-01-31,1907,jan,31,tavg,6.04,JORNADA EXP RANGE,32.6169
USH00294426,1907-02-28,1907,feb,28,tavg,8.18,JORNADA EXP RANGE,32.6169
USH00294426,1907-03-31,1907,mar,31,tavg,11.59,JORNADA EXP RANGE,32.6169
USH00294426,1907-04-30,1907,apr,30,tavg,13.69,JORNADA EXP RANGE,32.6169
USH00294426,1907-05-31,1907,may,31,tavg,15.96,JORNADA EXP RANGE,32.6169
USH00294426,1907-06-30,1907,jun,30,tavg,21.65,JORNADA EXP RANGE,32.6169
USH00294426,1907-07-31,1907,jul,31,tavg,24.93,JORNADA EXP RANGE,32.6169
USH00294426,1907-08-31,1907,aug,31,tavg,24.08,JORNADA EXP RANGE,32.6169
USH00294426,1907-09-30,1907,sep,30,tavg,20.61,JORNADA EXP RANGE,32.6169
USH00294426,1907-10-31,1907,oct,31,tavg,14.63,JORNADA EXP RANGE,32.6169
USH00294426,1907-11-30,1907,nov,30,tavg,6.91,JORNADA EXP RANGE,32.6169
USH00294426,1907-12-31,1907,dec,31,tavg,4.22,JORNADA EXP RANGE,32.6169
USH00294426,1908-01-31,1908,jan,31,tavg,3.96,JORNADA EXP RANGE,32.6169
USH00294426,1908-02-29,1908,feb,29,tavg,5.8,JORNADA EXP RANGE,32.6169
USH00294426,1908-03-31,1908,mar,31,tavg,11.47,JORNADA EXP RANGE,32.6169
USH00294426,1908-04-30,1908,apr,30,tavg,13.73,JORNADA EXP RANGE,32.6169
USH00294426,1908-05-31,1908,may,31,tavg,16.96,JORNADA EXP RANGE,32.6169
USH00294426,1908-06-30,1908,jun,30,tavg,22.55,JORNADA EXP RANGE,32.6169
USH00294426,1908-07-31,1908,jul,31,tavg,23.76,JORNADA EXP RANGE,32.6169
USH00294426,1908-08-31,1908,aug,31,tavg,23.38,JORNADA EXP RANGE,32.6169
USH00294426,1908-09-30,1908,sep,30,tavg,19.85,JORNADA EXP RANGE,32.6169
USH00294426,1908-10-31,1908,oct,31,tavg,13.05,JORNADA EXP RANGE,32.6169
USH00294426,1908-11-30,1908,nov,30,tavg,6.7,JORNADA EXP RANGE,32.6169
USH00294426,1908-12-31,1908,dec,31,tavg,3.85,JORNADA EXP RANGE,32.6169
USH00294426,1909-01-31,1909,jan,31,tavg,7.11,JORNADA EXP RANGE,32.6169
USH00294426,1909-02-28,1909,feb,28,tavg,5.4,JORNADA EXP RANGE,32.6169
USH00294426,1909-03-31,1909,mar,31,tavg,6.76,JORNADA EXP RANGE,32.6169
USH00294426,1909-04-30,1909,apr,30,tavg,12.94,JORNADA EXP RANGE,32.6169
USH00294426,1909-05-31,1909,may,31,tavg,16.82,JORNADA EXP RANGE,32.6169
USH00294426,1909-06-30,1909,jun,30,tavg,23.62,JORNADA EXP RANGE,32.6169
USH00294426,1909-07-31,1909,jul,31,tavg,25.44,JORNADA EXP RANGE,32.6169
USH00294426,1909-08-31,1909,aug,31,tavg,24.6,JORNADA EXP RANGE,32.6169
USH00294426,1909-09-30,1909,sep,30,tavg,19.88,JORNADA EXP RANGE,32.6169
USH00294426,1909-10-31,1909,oct,31,tavg,15.1,JORNADA EXP RANGE,32.6169
USH00294426,1909-11-30,1909,nov,30,tavg,9.26,JORNADA EXP RANGE,32.6169
USH00294426,1909-12-31,1909,dec,31,tavg,0.46,JORNADA EXP RANGE,32.6169
USH00294426,1910-01-31,1910,jan,31,tavg,4.93,JORNADA EXP RANGE,32.6169
USH00294426,1910-02-28,1910,feb,28,tavg,5.35,JORNADA EXP RANGE,32.6169
USH00294426,1910-03-31,1910,mar,31,tavg,11.98,JORNADA EXP RANGE,32.6169
USH00294426,1910-04-30,1910,apr,30,tavg,13.94,JORNADA EXP RANGE,32.6169
USH00294426,1910-05-31,1910,may,31,tavg,20.0,JORNADA EXP RANGE,32.6169
USH00294426,1910-06-30,1910,jun,30,tavg,24.37,JORNADA EXP RANGE,32.6169
USH00294426,1910-07-31,1910,jul,31,tavg,25.97,JORNADA EXP RANGE,32.6169
USH00294426,1910-08-31,1910,aug,31,tavg,25.59,JORNADA EXP RANGE,32.6169
USH00294426,1910-09-30,1910,sep,30,tavg,22.23,JORNADA EXP RANGE,32.6169
USH00294426,1910-10-31,1910,oct,31,tavg,14.91,JORNADA EXP RANGE,32.6169
USH00294426,1910-11-30,1910,nov,30,tavg,9.14,JORNADA EXP RANGE,32.6169
USH00294426,1910-12-31,1910,dec,31,tavg,4.99,JORNADA EXP RANGE,32.6169
USH00294426,1911-01-31,1911,jan,31,tavg,5.9,JORNADA EXP RANGE,32.6169
USH00294426,1911-02-28,1911,feb,28,tavg,6.32,JORNADA EXP RANGE,32.6169
USH00294426,1911-03-31,1911,mar,31,tavg,11.88,JORNADA EXP RANGE,32.6169
USH00294426,1911-04-30,1911,apr,30,tavg,13.19,JORNADA EXP RANGE,32.6169
USH00294426,1911-05-31,1911,may,31,tavg,18.89,JORNADA EXP RANGE,32.6169
USH00294426,1911-06-30,1911,jun,30,tavg,23.29,JORNADA EXP RANGE,32.6169
USH00294426,1911-07-31,1911,jul,31,tavg,23.58,JORNADA EXP RANGE,32.6169
USH00294426,1911-08-31,1911,aug,31,tavg,25.41,JORNADA EXP RANGE,32.6169
USH00294426,1911-09-30,1911,sep,30,tavg,21.88,JORNADA EXP RANGE,32.6169
USH00294426,1911-10-31,1911,oct,31,tavg,14.7,JORNADA EXP RANGE,32.6169
USH00294426,1911-11-30,1911,nov,30,tavg,5.43,JORNADA EXP RANGE,32.6169
USH00294426,1911-12-31,1911,dec,31,tavg,-0.04,JORNADA EXP RANGE,32.6169
USH00294426,1912-01-31,1912,jan,31,tavg,3.78,JORNADA EXP RANGE,32.6169
USH00294426,1912-02-29,1912,feb,29,tavg,5.13,JORNADA EXP RANGE,32.6169
USH00294426,1912-03-31,1912,mar,31,tavg,8.59,JORNADA EXP RANGE,32.6169
USH00294426,1912-04-30,1912,apr,30,tavg,10.56,JORNADA EXP RANGE,32.6169
USH00294426,1912-05-31,1912,may,31,tavg,17.95,JORNADA EXP RANGE,32.6169
USH00294426,1912-06-30,1912,jun,30,tavg,23.01,JORNADA EXP RANGE,32.6169
USH00294426,1912-07-31,1912,jul,31,tavg,24.57,JORNADA EXP RANGE,32.6169
USH00294426,1912-08-31,1912,aug,31,tavg,23.93,JORNADA EXP RANGE,32.6169
USH00294426,1912-09-30,1912,sep,30,tavg,19.83,JORNADA EXP RANGE,32.6169
USH00294426,1912-10-31,1912,oct,31,tavg,13.67,JORNADA EXP RANGE,32.6169
USH00294426,1912-11-30,1912,nov,30,tavg,5.99,JORNADA EXP RANGE,32.6169
USH00294426,1912-12-31,1912,dec,31,tavg,-0.65,JORNADA EXP RANGE,32.6169
USH00294426,1913-01-31,1913,jan,31,tavg,0.62,JORNADA EXP RANGE,32.6169
USH00294426,1913-02-28,1913,feb,28,tavg,4.37,JORNADA EXP RANGE,32.6169
USH00294426,1913-03-31,1913,mar,31,tavg,7.16,JORNADA EXP RANGE,32.6169
USH00294426,1913-04-30,1913,apr,30,tavg,11.98,JORNADA EXP RANGE,32.6169
USH00294426,1913-05-31,1913,may,31,tavg,17.82,JORNADA EXP RANGE,32.6169
USH00294426,1913-06-30,1913,jun,30,tavg,22.0,JORNADA EXP RANGE,32.6169
USH00294426,1913-07-31,1913,jul,31,tavg,25.09,JORNADA EXP RANGE,32.6169
USH00294426,1913-08-31,1913,aug,31,tavg,23.92,JORNADA EXP RANGE,32.6169
USH00294426,1913-09-30,1913,sep,30,tavg,18.35,JORNADA EXP RANGE,32.6169
USH00294426,1913-10-31,1913,oct,31,tavg,14.13,JORNADA EXP RANGE,32.6169
USH00294426,1913-11-30,1913,nov,30,tavg,8.84,JORNADA EXP RANGE,32.6169
USH00294426,1913-12-31,1913,dec,31,tavg,1.35,JORNADA EXP RANGE,32.6169
USH00294426,1914-01-31,1914,jan,31,tavg,5.35,JORNADA EXP RANGE,32.6169
USH00294426,1914-02-28,1914,feb,28,tavg,5.58,JORNADA EXP RANGE,32.6169
USH00294426,1914-03-31,1914,mar,31,tavg,8.3,JORNADA EXP RANGE,32.6169
USH00294426,1914-04-30,1914,apr,30,tavg,13.9,JORNADA EXP RANGE,32.6169
USH00294426,1914-05-31,1914,may,31,tavg,18.48,JORNADA EXP RANGE,32.6169
USH00294426,1914-06-30,1914,jun,30,tavg,23.63,JORNADA EXP RANGE,32.6169
USH00294426,1914-07-31,1914,jul,31,tavg,23.78,JORNADA EXP RANGE,32.6169
USH00294426,1914-08-31,1914,aug,31,tavg,24.54,JORNADA EXP RANGE,32.6169
USH00294426,1914-09-30,1914,sep,30,tavg,21.19,JORNADA EXP RANGE,32.6169
USH00294426,1914-10-31,1914,oct,31,tavg,14.07,JORNADA EXP RANGE,32.6169
USH00294426,1914-11-30,1914,nov,30,tavg,8.92,JORNADA EXP RANGE,32.6169
USH00294426,1914-12-31,1914,dec,31,tavg,2.35,JORNADA EXP RANGE,32.6169
USH00294426,1915-01-31,1915,jan,31,tavg,1.78,JORNADA EXP RANGE,32.6169
USH00294426,1915-02-28,1915,feb,28,tavg,4.7,JORNADA EXP RANGE,32.6169
USH00294426,1915-03-31,1915,mar,31,tavg,6.0,JORNADA EXP RANGE,32.6169
USH00294426,1915-04-30,1915,apr,30,tavg,12.36,JORNADA EXP RANGE,32.6169
USH00294426,1915-05-31,1915,may,31,tavg,16.47,JORNADA EXP RANGE,32.6169
USH00294426,1915-06-30,1915,jun,30,tavg,21.67,JORNADA EXP RANGE,32.6169
USH00294426,1915-07-31,1915,jul,31,tavg,24.74,JORNADA EXP RANGE,32.6169
USH00294426,1915-08-31,1915,aug,31,tavg,22.61,JORNADA EXP RANGE,32.6169
USH00294426,1915-09-30,1915,sep,30,tavg,20.58,JORNADA EXP RANGE,32.6169
USH00294426,1915-10-31,1915,oct,31,tavg,13.57,JORNADA EXP RANGE,32.6169
USH00294426,1915-11-30,1915,nov,30,tavg,6.86,JORNADA EXP RANGE,32.6169
USH00294426,1915-12-31,1915,dec,31,tavg,2.81,JORNADA EXP RANGE,32.6169
USH00294426,1916-01-31,1916,jan,31,tavg,7.29,JORNADA EXP RANGE,32.6169
USH00294426,1916-02-29,1916,feb,29,tavg,7.58,JORNADA EXP RANGE,32.6169
USH00294426,1916-03-31,1916,mar,31,tavg,11.1,JORNADA EXP RANGE,32.6169
USH00294426,1916-04-30,1916,apr,30,tavg,12.98,JORNADA EXP RANGE,32.6169
USH00294426,1916-05-31,1916,may,31,tavg,16.99,JORNADA EXP RANGE,32.6169
USH00294426,1916-06-30,1916,jun,30,tavg,24.34,JORNADA EXP RANGE,32.6169
USH00294426,1916-07-31,1916,jul,31,tavg,23.72,JORNADA EXP RANGE,32.6169
USH00294426,1916-08-31,1916,aug,31,tavg,23.89,JORNADA EXP RANGE,32.6169
USH00294426,1916-09-30,1916,sep,30,tavg,20.6,JORNADA EXP RANGE,32.6169
USH00294426,1916-10-31,1916,oct,31,tavg,15.28,JORNADA EXP RANGE,32.6169
USH00294426,1916-11-30,1916,nov,30,tavg,6.75,JORNADA EXP RANGE,32.6169
USH00294426,1916-12-31,1916,dec,31,tavg,2.63,JORNADA EXP RANGE,32.6169
USH00294426,1917-01-31,1917,jan,31,tavg,3.81,JORNADA EXP RANGE,32.6169
USH00294426,1917-02-28,1917,feb,28,tavg,5.08,JORNADA EXP RANGE,32.6169
USH00294426,1917-03-31,1917,mar,31,tavg,6.83,JORNADA EXP RANGE,32.6169
USH00294426,1917-04-30,1917,apr,30,tavg,12.14,JORNADA EXP RANGE,32.6169
USH00294426,1917-05-31,1917,may,31,tavg,14.75,JORNADA EXP RANGE,32.6169
USH00294426,1917-06-30,1917,jun,30,tavg,20.98,JORNADA EXP RANGE,32.6169
USH00294426,1917-07-31,1917,jul,31,tavg,26.18,JORNADA EXP RANGE,32.6169
USH00294426,1917-08-31,1917,aug,31,tavg,24.11,JORNADA EXP RANGE,32.6169
USH00294426,1917-09-30,1917,sep,30,tavg,20.69,JORNADA EXP RANGE,32.6169
